OBJECTID,BLOCKID,ROWNBR,BLOCK_ST,BLOCK_END,WIDTH_OFFS,GEOBASYS,SPACELENGT,SPACETYPE,SPACETYPED,TIME_LIMIT,SPACE_NB,CATEGORY,SIDE,CURRENT_ST,ELMNTKEY,SHAPE_Leng
10726,27-01,,258.000000000000000,262.000000000000000,30,,4,BA,BARRIER AREA,,,NS,NW,INSVC,9677,3.988801157141403
10762,27-01,,86.500000000000000,103.500000000000000,-30,,17,PLZ,PASSENGER LOAD ZONE,3,-05,ZONE,SE,INSVC,9678,16.952439324163802
10770,01-26,,202.500000000000000,220.500000000000000,29,,18,PS,PAY STATION,240,-17,PAID,SW,INSVC,68917,17.947464418329346
10774,04-24,,240.500000000000000,264.500000000000000,30,,24,TAZ,TOW AWAY ZONE,,-19,NP,SW,INSVC,74033,23.961194810225226
10784,27-03,,106.000000000000000,112.000000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,32430,5.997042878397727
10819,04-24,,24.500000000000000,35.500000000000000,-32,,11,XW,CROSSWALK,,,NS,NE,INSVC,74034,10.982213210772628
10892,27-01,,194.000000000000000,211.000000000000000,-30,,17,PS,PAY STATION,240,-15,PAID,SE,INSVC,9678,16.952391966414034
10908,27-03,,217.000000000000000,234.500000000000000,24,,18,PLZ,PASSENGER LOAD ZONE,3,-16,ZONE,NW,INSVC,32429,17.491366092350184
10914,24-00,,235.500000000000000,252.500000000000000,28,,17,PS,PAY STATION,240,-68,PAID,NW,INSVC,54305,16.953469815081952
10960,27-01,,41.000000000000000,69.000000000000000,30,,28,NP,NO PARKING,,-00,NP,NW,INSVC,9677,27.921655397663145
10976,27-03,,43.500000000000000,72.500000000000000,24,,29,NP,NO PARKING,,-00,NP,NW,INSVC,32429,28.985728081168311
11008,04-24,,204.500000000000000,222.500000000000000,30,,18,PS,PAY STATION,30,-15,PAID,SW,INSVC,74033,17.970932684721806
11018,27-03,,89.000000000000000,106.000000000000000,-30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-05,PAID,SE,INSVC,32430,16.991646603473722
11048,01-26,,20.000000000000000,31.500000000000000,29,,12,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,68917,11.466423458082462
11122,27-01,,177.000000000000000,194.000000000000000,-30,,17,PS,PAY STATION,240,-13,PAID,SE,INSVC,9678,16.952396274250418
11171,01-26,,96.000000000000000,105.500000000000000,-28,,10,NP,NO PARKING,,-06,NP,NE,INSVC,68918,9.472242056699132
11175,04-24,,286.500000000000000,290.500000000000000,-32,,4,CLR,CLEARANCE,,,NP,NE,INSVC,74034,3.993541068532189
11234,01-26,,238.500000000000000,246.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.976639393562728
11238,04-24,,70.500000000000000,89.500000000000000,30,,19,PS-PLZ,PAY STATION - PLZ,30,-03,PAID,SW,INSVC,74033,18.969295357823995
11249,27-03,,72.000000000000000,89.000000000000000,-30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-03,PAID,SE,INSVC,32430,16.991642334417936
11279,01-26,,272.500000000000000,273.000000000000000,-28,,0,CR,CURB RAMP,,,NS,NE,INSVC,68918,0.498578707488440
11331,24-00,,213.500000000000000,218.500000000000000,28,,5,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.986330348627548
11354,27-01,,112.000000000000000,129.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-06,PAID,NW,INSVC,9677,16.952391966414034
11355,01-26,,275.500000000000000,285.500000000000000,29,,10,XW,CROSSWALK,,,NS,SW,INSVC,68917,9.970820773889765
11385,02-27,,41.000000000000000,141.000000000000000,-28,,100,NP,NO PARKING,,-00/08,NP,NE,INSVC,2786,99.978000266330355
11409,04-24,,149.000000000000000,156.000000000000000,-32,,7,CLR,CLEARANCE,,,NP,NE,INSVC,74034,6.988719485006373
11422,27-03,,279.000000000000000,293.500000000000000,-30,,14,XW,CROSSWALK,,,NS,SE,INSVC,32430,14.492864051607215
11453,04-24,,35.500000000000000,41.000000000000000,-32,,6,CR,CURB RAMP,,,NS,NE,INSVC,74034,5.491085067669194
11477,27-01,,280.500000000000000,289.500000000000000,-30,,9,CR,CURB RAMP,,,NS,SE,INSVC,9678,8.974837029930018
11522,01-26,,117.500000000000000,135.000000000000000,29,,18,PS,PAY STATION,240,-09,PAID,SW,INSVC,68917,17.448928780934935
11538,27-01,,30.500000000000000,40.500000000000000,30,,10,XW,CROSSWALK,,,NS,NW,INSVC,9677,9.972028705806736
11575,27-01,,109.500000000000000,126.500000000000000,-30,,17,PS,PAY STATION,240,-07,PAID,SE,INSVC,9678,16.952439313137535
11598,27-03,,295.000000000000000,303.500000000000000,-30,,8,CLR,CLEARANCE,,,NP,SE,INSVC,32430,8.495821162195563
11630,01-26,,239.500000000000000,272.500000000000000,-28,,33,NP,NO PARKING,,-20/22,NP,NE,INSVC,68918,32.903719240330936
11635,04-24,,160.500000000000000,178.500000000000000,30,,18,PS,PAY STATION,30,-11,PAID,SW,INSVC,74033,17.970932695747127
11704,27-01,,211.000000000000000,217.000000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983227558837431
11741,27-01,,126.500000000000000,144.500000000000000,-30,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-09T,LOAD,SE,INSVC,9678,17.949583642055504
11749,01-26,,110.500000000000000,117.500000000000000,29,,7,CLR,CLEARANCE,,,NP,SW,INSVC,68917,6.979572357789272
11753,04-24,,264.000000000000000,272.000000000000000,-32,,8,CLR,CLEARANCE,,,NP,NE,INSVC,74034,7.987082158114013
11763,27-03,,26.000000000000000,35.000000000000000,-30,,9,CLR,CLEARANCE,,,NP,SE,INSVC,32430,8.995588005210349
11798,04-24,,24.000000000000000,24.500000000000000,-32,,0,CLR,CLEARANCE,,,NP,NE,INSVC,74034,0.499181326029335
11820,04-24,,271.000000000000000,276.000000000000000,30,,5,CR,CURB RAMP,,,NS,SW,INSVC,74033,4.991903741640027
11830,27-03,,217.000000000000000,225.000000000000000,-30,,8,CLR,CLEARANCE,,,NP,SE,INSVC,32430,7.996058608294136
11860,01-26,,282.500000000000000,285.000000000000000,-28,,2,CLR,CLEARANCE,,,NP,NE,INSVC,68918,2.492717028635802
11865,04-24,,85.000000000000000,104.000000000000000,-32,,19,PS,PAY STATION,240,-06,PAID,NE,INSVC,74034,18.969295357823995
11936,27-01,,25.000000000000000,30.500000000000000,30,,6,CLR,CLEARANCE,,,NP,NW,INSVC,9677,5.484584363359804
11981,01-26,,93.500000000000000,110.500000000000000,29,,17,PS,PAY STATION,240,-07,PAID,SW,INSVC,68917,16.950393153613867
11985,04-24,,130.000000000000000,149.000000000000000,-32,,19,PS,PAY STATION,240,-10,PAID,NE,INSVC,74034,18.969338412289723
12007,02-27,,98.500000000000000,103.500000000000000,30,,5,CLR,CLEARANCE,,,NP,SW,INSVC,2785,4.998925856815659
12025,01-26,,273.000000000000000,282.500000000000000,-28,,10,XW,CROSSWALK,,,NS,NE,INSVC,68918,9.472242056699132
12097,27-01,,146.000000000000000,151.500000000000000,30,,6,CLR,CLEARANCE,,,NP,NW,INSVC,9677,5.484674760125476
12162,27-01,,238.000000000000000,258.000000000000000,30,,20,PS-LAY,PAY STATION - BUS LAYOVER,240,-18,PAID,NW,INSVC,9677,19.944005735590597
12178,27-03,,89.500000000000000,106.500000000000000,24,,17,PS,PAY STATION,240,-04,PAID,NW,INSVC,32429,16.991599259297967
12212,04-24,,272.000000000000000,276.500000000000000,-32,,4,CR,CURB RAMP,,,NS,NE,INSVC,74034,4.492722404585548
12223,27-03,,46.000000000000000,72.000000000000000,-30,,26,TAZ,TOW AWAY ZONE,,-01,NP,SE,INSVC,32430,25.987187254471078
12321,27-01,,80.500000000000000,86.500000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983180200732371
12328,27-01,,233.000000000000000,238.000000000000000,30,,5,CLR,CLEARANCE,,,NP,NW,INSVC,9677,4.986035882816072
12329,01-26,,274.000000000000000,275.500000000000000,29,,2,CLR,CLEARANCE,,,NP,SW,INSVC,68917,1.495650004286264
12345,27-03,,193.000000000000000,210.000000000000000,24,,17,PS,PAY STATION,240,-14,PAID,NW,INSVC,32429,16.991642313368072
12382,04-24,,196.500000000000000,204.500000000000000,30,,8,CLR,CLEARANCE,,,NP,SW,INSVC,74033,7.987034804350225
12412,27-03,,274.500000000000000,278.000000000000000,24,,4,CR,CURB RAMP,,,NS,NW,INSVC,32429,3.498264605698698
12426,02-27,,81.000000000000000,98.500000000000000,30,,18,PS-SBO,PAY STATION - SHUTTLE BUS ONLY,240,-05,PAID,SW,INSVC,2785,17.496132817589654
12446,01-26,,134.500000000000000,171.500000000000000,-28,,37,BUS,BUS ZONE,,-10/12,BUS,NE,INSVC,68918,36.891995872399548
12450,04-24,,156.000000000000000,175.000000000000000,-32,,19,PS,PAY STATION,240,-12,PAID,NE,INSVC,74034,18.969248004093192
12495,04-24,,104.000000000000000,111.000000000000000,-32,,7,CLR,CLEARANCE,,,NP,NE,INSVC,74034,6.988672131265799
12557,27-01,,25.000000000000000,33.500000000000000,-30,,8,CLR,CLEARANCE,,,NP,SE,INSVC,9678,8.476198131612062
12579,27-03,,234.500000000000000,240.500000000000000,24,,6,CLR,CLEARANCE,,,NP,NW,INSVC,32429,5.997042888424515
12610,01-26,,193.000000000000000,239.500000000000000,-28,,46,BUS,BUS ZONE,,-16/18,BUS,NE,INSVC,68918,46.364237929059477
12615,04-24,,36.000000000000000,44.500000000000000,30,,8,CLR,CLEARANCE,,,NP,SW,INSVC,74033,8.486263484143073
12685,27-01,,105.000000000000000,112.000000000000000,30,,7,CLR,CLEARANCE,,,NP,NW,INSVC,9677,6.980414926430538
12746,27-01,,190.000000000000000,197.000000000000000,30,,7,CLR,CLEARANCE,,,NP,NW,INSVC,9677,6.980414915404232
12767,24-00,,198.500000000000000,213.500000000000000,28,,15,DW,DRIVEWAY,,-64,NS,NW,INSVC,54305,14.958947986131589
12783,27-01,,172.000000000000000,177.000000000000000,-30,,5,CLR,CLEARANCE,,,NP,SE,INSVC,9678,4.986035872792809
12790,01-26,,220.500000000000000,238.500000000000000,29,,18,PS,PAY STATION,240,-19,PAID,SW,INSVC,68917,17.947507499057053
12794,04-24,,276.500000000000000,286.500000000000000,-32,,10,XW,CROSSWALK,,,NS,NE,INSVC,74034,9.983850537678586
12804,27-03,,180.000000000000000,198.500000000000000,-30,,18,PS,PAY STATION,240,-13,PAID,SE,INSVC,32430,18.490895489272596
12839,04-24,,66.000000000000000,85.000000000000000,-32,,19,PS,PAY STATION,240,-04,PAID,NE,INSVC,74034,18.969338412289723
12909,27-01,,249.500000000000000,280.500000000000000,-30,,31,CRBBLB,CURB BULB,,-19,NS,SE,INSVC,9678,30.913221819100805
12925,27-03,,106.500000000000000,112.500000000000000,24,,6,CLR,CLEARANCE,,,NP,NW,INSVC,32429,5.997042878397727
12931,24-00,,285.500000000000000,296.000000000000000,28,,10,CR,CURB RAMP,,,NS,NW,INSVC,54305,10.471282517288328
12953,01-26,,264.500000000000000,274.000000000000000,29,,10,CR,CURB RAMP,,,NS,SW,INSVC,68917,9.472242066729370
12957,04-24,,115.500000000000000,152.500000000000000,30,,37,PLZ,PASSENGER LOAD ZONE,3,-07/09,ZONE,SW,INSVC,74033,36.940271108012283
12967,27-03,,112.000000000000000,129.000000000000000,-30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-07,PAID,SE,INSVC,32430,16.991642324391126
12996,24-00,,296.000000000000000,298.000000000000000,28,,2,CLR,CLEARANCE,,,NP,NW,INSVC,54305,1.994478738210091
13018,01-26,,76.500000000000000,93.500000000000000,29,,17,PS,PAY STATION,240,-05,PAID,SW,INSVC,68917,16.950393132563693
13022,04-24,,201.000000000000000,220.000000000000000,-32,,19,PS,PAY STATION,240,-16,PAID,NE,INSVC,74034,18.969291058666393
13032,27-03,,151.500000000000000,173.500000000000000,-30,,22,ALLEY,ALLEY,,-11,NS,SE,INSVC,32430,21.989160094955015
13061,01-26,,31.500000000000000,51.500000000000000,29,,20,TAZ,TOW AWAY ZONE,,-01,NP,SW,INSVC,68917,19.941645809570673
13135,27-01,,88.000000000000000,105.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-04,PAID,NW,INSVC,9677,16.952439313137535
13151,27-03,,172.500000000000000,176.000000000000000,24,,4,CLR,CLEARANCE,,,NP,NW,INSVC,32429,3.498264615725425
13183,01-26,,152.000000000000000,159.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.478060676422635
13187,04-24,,33.000000000000000,36.000000000000000,30,,3,CR,CURB RAMP,,,NS,SW,INSVC,74033,2.995131052894959
13211,02-27,,103.500000000000000,125.000000000000000,30,,22,DW,DRIVEWAY,,-07,NS,SW,INSVC,2785,21.495266587916177
13341,24-00,,252.500000000000000,282.500000000000000,28,,30,NP,NO PARKING,,-70,NP,NW,INSVC,54305,29.917939063060018
13363,27-01,,129.000000000000000,146.000000000000000,30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-08,PAID,NW,INSVC,9677,16.952396274250418
13364,01-26,,285.500000000000000,287.500000000000000,29,,2,CLR,CLEARANCE,,,NP,SW,INSVC,68917,1.994138321637919
13379,27-03,,26.000000000000000,43.500000000000000,24,,18,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,32429,17.491409167358213
13417,04-24,,12.000000000000000,22.000000000000000,30,,10,CLR,CLEARANCE,,,NP,SW,INSVC,74033,9.983850547702920
13430,27-03,,293.500000000000000,295.000000000000000,-30,,2,CR,CURB RAMP,,,NS,SE,INSVC,32430,1.499248885870933
13523,27-01,,46.500000000000000,63.500000000000000,-30,,17,PS,PAY STATION,240,-01,PAID,SE,INSVC,9678,16.952396274250418
13534,04-24,,194.000000000000000,201.000000000000000,-32,,7,CLR,CLEARANCE,,,NP,NE,INSVC,74034,6.988719485006373
13544,27-03,,72.500000000000000,89.500000000000000,24,,17,PS,PAY STATION,240,-02,PAID,NW,INSVC,32429,16.991646613500475
13574,01-26,,19.000000000000000,30.500000000000000,-28,,12,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NE,INSVC,68918,11.466470778658469
13585,27-01,,144.500000000000000,149.000000000000000,-30,,4,CLR,CLEARANCE,,,NP,SE,INSVC,9678,4.487440035495012
13593,01-26,,69.500000000000000,76.500000000000000,29,,7,CLR,CLEARANCE,,,NP,SW,INSVC,68917,6.979572368809258
13609,27-03,,149.500000000000000,172.500000000000000,24,,23,ALLEY,ALLEY,,-10,NS,NW,INSVC,32429,22.988732546844471
13622,02-27,,63.000000000000000,81.000000000000000,30,,18,PS-SBO,PAY STATION - SHUTTLE BUS ONLY,240,-03,PAID,SW,INSVC,2785,17.996028866310901
13646,04-24,,246.000000000000000,264.000000000000000,-32,,18,PS,PAY STATION,240,-20,PAID,NE,INSVC,74034,17.970885331001856
13659,27-03,,244.000000000000000,263.000000000000000,-30,,19,PS,PAY STATION,240,-19,PAID,SE,INSVC,32430,18.990614989174929
13670,02-27,,20.000000000000000,27.000000000000000,-28,,7,CLR,CLEARANCE,,,NP,NE,INSVC,2786,6.998471210801164
13714,27-01,,151.500000000000000,167.500000000000000,30,,16,ALLEY,ALLEY,,-10,NS,NW,INSVC,9677,15.955161538536192
13751,27-01,,33.500000000000000,46.500000000000000,-30,,13,CR,CURB RAMP,,,NS,SE,INSVC,9678,12.963638177046532
13758,01-26,,159.500000000000000,176.500000000000000,29,,17,PS,PAY STATION,240,-13,PAID,SW,INSVC,68917,16.950393142593921
13762,04-24,,222.500000000000000,240.500000000000000,30,,18,PS,PAY STATION,30,-17,PAID,SW,INSVC,74033,17.970932694746114
13772,27-03,,45.000000000000000,46.000000000000000,-30,,1,CR,CURB RAMP,,,NS,SE,INSVC,32430,0.999529408007353
13948,27-01,,262.000000000000000,267.000000000000000,30,,5,CRBBLB,CURB BULB,,,NS,NW,INSVC,9677,4.985992823103168
13964,27-03,,278.000000000000000,290.000000000000000,24,,12,XW,CROSSWALK,,,NS,NW,INSVC,32429,11.994128842989955
13970,24-00,,218.500000000000000,235.500000000000000,28,,17,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-66T,LOAD,NW,INSVC,54305,16.953474046074390
13992,01-26,,176.500000000000000,194.500000000000000,29,,18,PS,PAY STATION,240,-15,PAID,SW,INSVC,68917,17.947507499057053
13996,04-24,,220.000000000000000,239.000000000000000,-32,,19,PS,PAY STATION,240,-18,PAID,NE,INSVC,74034,18.969295357823995
14006,27-03,,35.000000000000000,45.000000000000000,-30,,10,XW,CROSSWALK,,,NS,SE,INSVC,32430,9.995070038024332
14018,02-27,,14.000000000000000,34.000000000000000,30,,20,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SW,INSVC,2785,19.995617271530158
14036,01-26,,110.500000000000000,134.500000000000000,-28,,24,DW,DRIVEWAY,,-08,NS,NE,INSVC,68918,23.929965501329175
14040,04-24,,41.000000000000000,66.000000000000000,-32,,25,HYD,HYDRANT,,-00/02,NS,NE,INSVC,74034,24.959604815951291
14109,27-01,,275.000000000000000,293.000000000000000,30,,18,CRBBLB,CURB BULB,,,NS,NW,INSVC,9677,17.949626681035845
14115,04-24,,276.000000000000000,286.000000000000000,30,,10,XW,CROSSWALK,,,NS,SW,INSVC,74033,9.983850536677616
14125,27-03,,240.500000000000000,257.500000000000000,24,,17,PS,PAY STATION,240,-18,PAID,NW,INSVC,32429,16.991689668446888
14158,01-26,,171.500000000000000,193.000000000000000,-28,,22,DW,DRIVEWAY,,-14,NS,NE,INSVC,68918,21.437291552512804
14162,04-24,,175.000000000000000,194.000000000000000,-32,,19,PS,PAY STATION,240,-14,PAID,NE,INSVC,74034,18.969295357823995
14176,27-01,,267.000000000000000,275.000000000000000,30,,8,CR,CURB RAMP,,,NS,NW,INSVC,9677,7.977602294236238
14192,27-03,,147.500000000000000,149.500000000000000,24,,2,CLR,CLEARANCE,,,NP,NW,INSVC,32429,1.998968385782042
14226,04-24,,89.500000000000000,107.500000000000000,30,,18,PS-PLZ,PAY STATION - PLZ,30,-05,PAID,SW,INSVC,74033,17.970932705771439
14319,24-00,,194.000000000000000,198.500000000000000,28,,4,CLR,CLEARANCE,,,NP,NW,INSVC,54305,4.487665478923335
14341,27-01,,69.000000000000000,88.000000000000000,30,,19,PS-LAY,PAY STATION - BUS LAYOVER,240,-02,PAID,NW,INSVC,9677,18.946818367734544
14342,01-26,,194.500000000000000,202.500000000000000,29,,8,CLR,CLEARANCE,,,NP,SW,INSVC,68917,7.976639393562728
14348,04-24,,286.000000000000000,299.000000000000000,30,,13,CLR,CLEARANCE,,,NP,SW,INSVC,74033,12.978981600477967
14392,01-26,,67.500000000000000,96.000000000000000,-28,,28,PARKLET,PARKLET,,-04,NP,NE,INSVC,68918,28.416820841479002
14396,04-24,,239.000000000000000,246.000000000000000,-32,,7,CLR,CLEARANCE,,,NP,NE,INSVC,74034,6.988719485006373
14409,27-03,,146.000000000000000,151.500000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,32430,5.497323389513192
14464,27-01,,197.000000000000000,216.000000000000000,30,,19,PS-LAY,PAY STATION - BUS LAYOVER,,-14,PAID,NW,INSVC,9677,18.946818377757808
14526,27-01,,217.000000000000000,249.500000000000000,-30,,32,PLZ,PASSENGER LOAD ZONE,3,-17,ZONE,SE,INSVC,9678,32.409005014285363
14563,27-01,,63.500000000000000,80.500000000000000,-30,,17,PS,PAY STATION,240,-03,PAID,SE,INSVC,9678,16.952439324163802
14623,04-24,,44.500000000000000,70.500000000000000,30,,26,TAZ,TOW AWAY ZONE,,-01,NP,SW,INSVC,74033,25.958010533525496
14693,27-01,,167.500000000000000,170.000000000000000,30,,2,CLR,CLEARANCE,,,NP,NW,INSVC,9677,2.493017951932807
14709,27-03,,112.500000000000000,129.500000000000000,24,,17,PS,PAY STATION,240,-06,PAID,NW,INSVC,32429,16.991642324391126
14730,27-01,,149.000000000000000,172.000000000000000,-30,,23,ALLEY,ALLEY,,-11,NS,SE,INSVC,9678,22.935619513844550
14738,01-26,,51.500000000000000,69.500000000000000,29,,18,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,,-03T,LOAD,SW,INSVC,68917,17.947464408299155
14742,04-24,,107.500000000000000,115.500000000000000,30,,8,CLR,CLEARANCE,,,NP,SW,INSVC,74033,7.987034783300586
14752,27-03,,173.500000000000000,180.000000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,32430,6.496805443545495
14794,27-01,,103.500000000000000,109.500000000000000,-30,,6,CLR,CLEARANCE,,,NP,SE,INSVC,9678,5.983180189706072
14801,01-26,,246.500000000000000,264.500000000000000,29,,18,PS,PAY STATION,240,-21,PAID,SW,INSVC,68917,17.947464408299155
14805,04-24,,264.500000000000000,271.000000000000000,30,,6,CLR,CLEARANCE,,,NP,SW,INSVC,74033,6.489538148953161
14815,27-03,,198.500000000000000,217.000000000000000,-30,,18,PS,PAY STATION,240,-15,PAID,SE,INSVC,32430,18.490891210245469
14827,02-27,,34.000000000000000,63.000000000000000,30,,29,CRBBLB,CURB BULB,,-01,NS,SW,INSVC,2785,28.993633837384259
14921,27-01,,289.500000000000000,305.000000000000000,-30,,16,CLR,CLEARANCE,,,NP,SE,INSVC,9678,15.456656107928305
14937,27-03,,290.000000000000000,296.000000000000000,24,,6,CLR,CLEARANCE,,,NP,NW,INSVC,32429,5.997042878397727
14969,04-24,,111.000000000000000,130.000000000000000,-32,,19,PS,PAY STATION,240,-08,PAID,NE,INSVC,74034,18.969295357823995
14979,27-03,,129.000000000000000,146.000000000000000,-30,,17,PS-LAY,PAY STATION - BUS LAYOVER,240,-09,PAID,SE,INSVC,32430,16.991599269324748
15059,26-00,,249.500000000000000,282.000000000000000,28,,32,NP,NO PARKING,,-72,NP,NW,INSVC,58613,32.399405505236246
15105,26-00,,201.000000000000000,212.000000000000000,-28,,11,PS,PAY STATION,240,-67,PAID,SE,INSVC,58614,10.965947416383949
15160,25-00,,290.500000000000000,295.500000000000000,-21,,5,CLR,CLEARANCE,,,NP,SE,INSVC,58682,4.986269595482967
15241,02-23,,301.000000000000000,326.000000000000000,-28,,25,DW,DRIVEWAY,,-26,NS,NE,INSVC,25714,24.952804140152960
15389,25-00,,218.000000000000000,249.500000000000000,-21,,32,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-69T,LOAD,SE,INSVC,58682,31.413629198482003
15410,26-00,,292.000000000000000,298.000000000000000,28,,6,CLR,CLEARANCE,,,NP,NW,INSVC,58613,5.981416800701313
15600,25-00,,279.000000000000000,280.500000000000000,-21,,2,CR,CURB RAMP,,,NS,SE,INSVC,58682,1.495869647705633
15773,02-23,,417.500000000000000,421.500000000000000,-28,,4,CLR,CLEARANCE,,,NP,NE,INSVC,25714,3.992437464573779
15848,26-00,,190.000000000000000,201.000000000000000,-28,,11,PS,PAY STATION,240,-65,PAID,SE,INSVC,58614,10.965994739937535
16082,26-00,,283.000000000000000,292.500000000000000,-28,,10,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,SE,INSVC,58614,9.470585626412557
16314,26-00,,233.500000000000000,244.500000000000000,-28,,11,PS,PAY STATION,240,-73,PAID,SE,INSVC,58614,10.965904339783780
16408,02-23,,396.000000000000000,402.000000000000000,-28,,6,CLR,CLEARANCE,,,NP,NE,INSVC,25714,5.988705092282245
16418,25-00,,178.500000000000000,196.500000000000000,21,,18,PS,PAY STATION,240,-62,PAID,NW,INSVC,58681,17.950638501388369
16530,02-23,,356.000000000000000,376.000000000000000,-28,,20,PS,PAY STATION,240,-30,PAID,NE,INSVC,25714,19.962215698678975
16769,25-00,,200.500000000000000,218.000000000000000,-21,,18,PS,PAY STATION,240,-67,PAID,SE,INSVC,58682,17.451969372973458
16990,02-23,,364.500000000000000,394.000000000000000,26,,30,CRBBLB,CURB BULB,,-31,NS,SW,INSVC,25713,29.434586144286708
17044,25-00,,282.500000000000000,284.000000000000000,21,,2,CLR,CLEARANCE,,,NP,NW,INSVC,58681,1.495822320804315
17119,25-00,,280.500000000000000,290.500000000000000,-21,,10,XW,CROSSWALK,,,NS,SE,INSVC,58682,9.972586517130024
17220,02-23,,402.000000000000000,417.500000000000000,-28,,16,XW,CROSSWALK,,,NS,NE,INSVC,25714,15.470767126965319
17375,26-00,,208.500000000000000,215.500000000000000,28,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58613,6.978341867918171
17465,25-00,,264.500000000000000,282.500000000000000,21,,18,PS-PLZ,PAY STATION - PLZ,240,-70,PAID,NW,INSVC,58681,17.950638501388369
17858,25-00,,246.500000000000000,264.500000000000000,21,,18,PS,PAY STATION,240,-68,PAID,NW,INSVC,58681,17.950638501388369
17879,26-00,,212.000000000000000,222.500000000000000,-28,,10,PS,PAY STATION,240,-69,PAID,SE,INSVC,58614,10.467510672605664
17967,02-23,,321.500000000000000,364.500000000000000,26,,43,CVLZ,COMMERCIAL VEHICLE LOAD ZONE,30,-27T/29,LOAD,SW,INSVC,25713,42.918852187310421
18037,02-23,,409.000000000000000,413.000000000000000,26,,4,CLR,CLEARANCE,,,NP,SW,INSVC,25713,3.992437464573779
18201,02-23,,315.500000000000000,321.500000000000000,26,,6,CLR,CLEARANCE,,,NP,SW,INSVC,25713,5.988698573681382
18210,25-00,,196.500000000000000,214.500000000000000,21,,18,PS,PAY STATION,240,-64,PAID,NW,INSVC,58681,17.950681565008637
18232,26-00,,232.500000000000000,249.500000000000000,28,,17,L/UL,LOAD/UNLOAD ZONE,30,-70,LOAD,NW,INSVC,58613,16.947364237867177
18581,26-00,,215.500000000000000,232.500000000000000,28,,17,PS,PAY STATION,240,-68,PAID,NW,INSVC,58613,16.947407304406806
18831,25-00,,214.500000000000000,221.500000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58681,6.980761054682313
18901,25-00,,239.500000000000000,246.500000000000000,21,,7,CLR,CLEARANCE,,,NP,NW,INSVC,58681,6.980851454575745
19011,02-23,,394.000000000000000,409.000000000000000,26,,15,XW,CROSSWALK,,,NS,SW,INSVC,25713,14.971646930536780
19041,26-00,,191.000000000000000,208.500000000000000,28,,18,PS,PAY STATION,240,-66,PAID,NW,INSVC,58613,17.445848294219587
19318,26-00,,222.500000000000000,233.500000000000000,-28,,11,PS,PAY STATION,240,-71,PAID,SE,INSVC,58614,10.965994739937535
19395,26-00,,282.000000000000000,292.000000000000000,28,,10,XWAREA,NOT A DESIGNATED CROSSWALK,,,NS,NW,INSVC,58613,9.969069693739561
19421,25-00,,284.000000000000000,294.000000000000000,21,,10,XW,CROSSWALK,,,NS,NW,INSVC,58681,9.972586517130024
19520,02-23,,293.000000000000000,301.000000000000000,-28,,8,NP,NO PARKING,,-24,NP,NE,INSVC,25714,7.984871185366110
19596,02-23,,326.000000000000000,356.000000000000000,-28,,30,NP,NO PARKING,,-28,NP,NE,INSVC,25714,29.943440233074103
19627,26-00,,292.500000000000000,299.000000000000000,-28,,6,CR,CURB RAMP,,,NS,SE,INSVC,58614,6.479853543283553
19764,02-23,,297.500000000000000,315.500000000000000,26,,18,PS-CVLZ,PAY STATION - CVLZ,240,-25,PAID,SW,INSVC,25713,17.966000384618425
19839,25-00,,194.500000000000000,200.500000000000000,-21,,6,CLR,CLEARANCE,,,NP,SE,INSVC,58682,5.983560536032239
19882,25-00,,294.000000000000000,298.500000000000000,21,,4,CLR,CLEARANCE,,,NP,NW,INSVC,58681,4.487695120684251
19992,02-23,,376.000000000000000,396.000000000000000,-28,,20,PS,PAY STATION,240,-32,PAID,NE,INSVC,25714,19.946756355780281
